"Plot Title: 20052699 PILOT"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20052699, SEN S/N: 20052699, LBL: Temp_414a)","RH, % (LGR S/N: 20052699, SEN S/N: 20052699, LBL: RH_414a)","CO2, ppm (LGR S/N: 20052699, SEN S/N: 20052699, LBL: CO2_414a)","Stopped (LGR S/N: 20052699)","End Of File (LGR S/N: 20052699)"
5664,01/09/23 02:34:23 PM,74.683,100.000,511,,
5665,01/09/23 02:34:24 PM,74.683,100.000,514,,
5666,01/09/23 02:34:25 PM,74.683,100.000,511,,
5667,01/09/23 02:34:26 PM,74.683,100.000,507,,
5668,01/09/23 02:34:27 PM,74.683,100.000,514,,
5669,01/09/23 02:34:28 PM,74.683,100.000,509,,
5670,01/09/23 02:34:29 PM,74.683,100.000,509,,
5671,01/09/23 02:34:30 PM,74.683,100.000,509,,
5672,01/09/23 02:34:31 PM,74.727,100.000,509,,
5673,01/09/23 02:34:32 PM,74.683,100.000,516,,
5674,01/09/23 02:34:33 PM,74.727,100.000,526,,
5675,01/09/23 02:34:34 PM,74.683,100.000,521,,
5676,01/09/23 02:34:35 PM,74.683,100.000,516,,
5677,01/09/23 02:34:36 PM,74.770,100.000,514,,
5678,01/09/23 02:34:37 PM,74.727,100.000,516,,
5679,01/09/23 02:34:38 PM,74.727,100.000,504,,
5680,01/09/23 02:34:39 PM,74.683,100.000,502,,
5681,01/09/23 02:34:40 PM,74.727,100.000,502,,
5682,01/09/23 02:34:41 PM,74.727,100.000,500,,
5683,01/09/23 02:34:42 PM,74.727,100.000,495,,
5684,01/09/23 02:34:43 PM,74.727,100.000,495,,
5685,01/09/23 02:34:44 PM,74.683,100.000,502,,
5686,01/09/23 02:34:45 PM,74.683,100.000,498,,
5687,01/09/23 02:34:46 PM,74.727,100.000,498,,
5688,01/09/23 02:34:47 PM,74.727,100.000,500,,
5689,01/09/23 02:34:48 PM,74.727,100.000,504,,
5690,01/09/23 02:34:49 PM,74.683,100.000,504,,
5691,01/09/23 02:34:50 PM,74.727,100.000,504,,
5692,01/09/23 02:34:51 PM,74.683,100.000,495,,
5693,01/09/23 02:34:52 PM,74.683,100.000,500,,
5694,01/09/23 02:34:53 PM,74.727,100.000,498,,
5695,01/09/23 02:34:54 PM,74.683,100.000,495,,
5696,01/09/23 02:34:55 PM,74.727,100.000,495,,
5697,01/09/23 02:34:56 PM,74.683,100.000,502,,
5698,01/09/23 02:34:57 PM,74.727,100.000,502,,
5699,01/09/23 02:34:58 PM,74.727,100.000,502,,
5700,01/09/23 02:34:59 PM,74.683,100.000,498,,
5701,01/09/23 02:35:00 PM,74.683,100.000,495,,
5702,01/09/23 02:35:01 PM,74.683,100.000,488,,
5703,01/09/23 02:35:02 PM,74.683,100.000,493,,
5704,01/09/23 02:35:03 PM,74.727,100.000,500,,
5705,01/09/23 02:35:04 PM,74.683,100.000,502,,
5706,01/09/23 02:35:05 PM,74.770,100.000,507,,
5707,01/09/23 02:35:06 PM,74.727,100.000,502,,
5708,01/09/23 02:35:07 PM,74.683,100.000,500,,
5709,01/09/23 02:35:08 PM,74.683,100.000,502,,
5710,01/09/23 02:35:09 PM,74.683,100.000,502,,
5711,01/09/23 02:35:10 PM,74.683,100.000,504,,
5712,01/09/23 02:35:11 PM,74.770,100.000,507,,
5713,01/09/23 02:35:12 PM,74.770,100.000,500,,
5714,01/09/23 02:35:13 PM,74.727,100.000,500,,
5715,01/09/23 02:35:14 PM,74.727,100.000,495,,
5716,01/09/23 02:35:15 PM,74.727,100.000,502,,
5717,01/09/23 02:35:16 PM,74.770,100.000,504,,
5718,01/09/23 02:35:17 PM,74.727,100.000,502,,
5719,01/09/23 02:35:18 PM,74.727,100.000,500,,
5720,01/09/23 02:35:19 PM,74.727,100.000,500,,
5721,01/09/23 02:35:20 PM,74.727,100.000,500,,
5722,01/09/23 02:35:21 PM,74.683,100.000,495,,
5723,01/09/23 02:35:22 PM,74.727,100.000,493,,
5724,01/09/23 02:35:23 PM,74.727,100.000,493,,
5725,01/09/23 02:35:24 PM,74.727,100.000,500,,
5726,01/09/23 02:35:25 PM,74.683,100.000,502,,
5727,01/09/23 02:35:26 PM,74.683,100.000,504,,
5728,01/09/23 02:35:27 PM,74.683,100.000,504,,
5729,01/09/23 02:35:28 PM,74.683,100.000,502,,
5730,01/09/23 02:35:29 PM,74.683,100.000,504,,
5731,01/09/23 02:35:30 PM,74.683,100.000,509,,
5732,01/09/23 02:35:31 PM,74.770,100.000,511,,
5733,01/09/23 02:35:32 PM,74.683,100.000,509,,
5734,01/09/23 02:35:33 PM,74.727,100.000,509,,
5735,01/09/23 02:35:34 PM,74.727,100.000,509,,
5736,01/09/23 02:35:35 PM,74.727,100.000,504,,
5737,01/09/23 02:35:36 PM,74.770,100.000,504,,
5738,01/09/23 02:35:37 PM,74.727,100.000,507,,
5739,01/09/23 02:35:38 PM,74.727,100.000,504,,
5740,01/09/23 02:35:39 PM,74.727,100.000,502,,
5741,01/09/23 02:35:40 PM,74.727,100.000,498,,
5742,01/09/23 02:35:41 PM,74.770,100.000,507,,
5743,01/09/23 02:35:42 PM,74.770,100.000,511,,
5744,01/09/23 02:35:43 PM,74.727,100.000,511,,
5745,01/09/23 02:35:44 PM,74.727,100.000,511,,
5746,01/09/23 02:35:45 PM,74.683,100.000,507,,
5747,01/09/23 02:35:46 PM,74.727,100.000,509,,
5748,01/09/23 02:35:47 PM,74.727,100.000,509,,
5749,01/09/23 02:35:48 PM,74.770,100.000,504,,
5750,01/09/23 02:35:49 PM,74.727,100.000,504,,
5751,01/09/23 02:35:50 PM,74.727,100.000,502,,
5752,01/09/23 02:35:51 PM,74.727,100.000,502,,
5753,01/09/23 02:35:52 PM,74.727,100.000,504,,
5754,01/09/23 02:35:53 PM,74.770,100.000,500,,
5755,01/09/23 02:35:54 PM,74.683,100.000,502,,
5756,01/09/23 02:35:55 PM,74.727,100.000,511,,
5757,01/09/23 02:35:56 PM,74.683,100.000,509,,
5758,01/09/23 02:35:57 PM,74.770,100.000,504,,
5759,01/09/23 02:35:58 PM,74.727,100.000,502,,
5760,01/09/23 02:35:59 PM,74.727,100.000,504,,
5761,01/09/23 02:36:00 PM,74.770,100.000,507,,
5762,01/09/23 02:36:01 PM,74.727,100.000,509,,
5763,01/09/23 02:36:02 PM,74.727,100.000,514,,
5764,01/09/23 02:36:03 PM,74.727,100.000,514,,
5765,01/09/23 02:36:04 PM,74.727,100.000,509,,
5766,01/09/23 02:36:05 PM,74.770,100.000,509,,
5767,01/09/23 02:36:06 PM,74.683,100.000,511,,
5768,01/09/23 02:36:07 PM,74.727,100.000,509,,
5769,01/09/23 02:36:08 PM,74.727,100.000,511,,
5770,01/09/23 02:36:09 PM,74.727,100.000,511,,
5771,01/09/23 02:36:10 PM,74.683,100.000,511,,
5772,01/09/23 02:36:11 PM,74.727,100.000,509,,
5773,01/09/23 02:36:12 PM,74.727,100.000,509,,
5774,01/09/23 02:36:13 PM,74.727,100.000,514,,
5775,01/09/23 02:36:14 PM,74.727,100.000,516,,
5776,01/09/23 02:36:15 PM,74.727,100.000,514,,
5777,01/09/23 02:36:16 PM,74.727,100.000,521,,
5778,01/09/23 02:36:17 PM,74.727,100.000,523,,
5779,01/09/23 02:36:18 PM,74.727,100.000,521,,
5780,01/09/23 02:36:19 PM,74.727,100.000,526,,
5781,01/09/23 02:36:20 PM,74.770,100.000,523,,
5782,01/09/23 02:36:21 PM,74.727,100.000,507,,
5783,01/09/23 02:36:22 PM,74.727,100.000,502,,
5784,01/09/23 02:36:23 PM,74.770,100.000,500,,
5785,01/09/23 02:36:24 PM,74.770,100.000,504,,
5786,01/09/23 02:36:25 PM,74.770,100.000,511,,
5787,01/09/23 02:36:26 PM,74.727,100.000,509,,
5788,01/09/23 02:36:27 PM,74.727,100.000,504,,
5789,01/09/23 02:36:28 PM,74.770,100.000,502,,
5790,01/09/23 02:36:29 PM,74.770,100.000,504,,
5791,01/09/23 02:36:30 PM,74.727,100.000,498,,
5792,01/09/23 02:36:31 PM,74.727,100.000,498,,
5793,01/09/23 02:36:32 PM,74.727,100.000,491,,
5794,01/09/23 02:36:33 PM,74.727,100.000,488,,
5795,01/09/23 02:36:34 PM,74.727,100.000,495,,
5796,01/09/23 02:36:35 PM,74.770,100.000,495,,
5797,01/09/23 02:36:36 PM,74.770,100.000,500,,
5798,01/09/23 02:36:37 PM,74.770,100.000,500,,
5799,01/09/23 02:36:38 PM,74.727,100.000,502,,
5800,01/09/23 02:36:39 PM,74.770,100.000,504,,
5801,01/09/23 02:36:40 PM,74.770,100.000,509,,
5802,01/09/23 02:36:41 PM,74.727,100.000,516,,
5803,01/09/23 02:36:42 PM,74.727,100.000,511,,
5804,01/09/23 02:36:43 PM,74.770,100.000,509,,
5805,01/09/23 02:36:44 PM,74.770,100.000,504,,
5806,01/09/23 02:36:45 PM,74.727,100.000,504,,
5807,01/09/23 02:36:46 PM,74.727,100.000,509,,
5808,01/09/23 02:36:47 PM,74.770,100.000,502,,
5809,01/09/23 02:36:48 PM,74.727,100.000,500,,
5810,01/09/23 02:36:49 PM,74.770,100.000,502,,
5811,01/09/23 02:36:50 PM,74.727,100.000,502,,
5812,01/09/23 02:36:51 PM,74.770,100.000,502,,
5813,01/09/23 02:36:52 PM,74.770,100.000,507,,
5814,01/09/23 02:36:53 PM,74.770,100.000,511,,
5815,01/09/23 02:36:54 PM,74.770,100.000,516,,
5816,01/09/23 02:36:55 PM,74.727,100.000,521,,
5817,01/09/23 02:36:56 PM,74.770,100.000,516,,
5818,01/09/23 02:36:57 PM,74.770,100.000,509,,
5819,01/09/23 02:36:58 PM,74.770,100.000,509,,
5820,01/09/23 02:36:59 PM,74.770,100.000,504,,
5821,01/09/23 02:37:00 PM,74.727,100.000,504,,
5822,01/09/23 02:37:01 PM,74.727,100.000,498,,
5823,01/09/23 02:37:02 PM,74.727,100.000,504,,
5824,01/09/23 02:37:03 PM,74.770,100.000,504,,
5825,01/09/23 02:37:04 PM,74.727,100.000,502,,
5826,01/09/23 02:37:05 PM,74.727,100.000,500,,
5827,01/09/23 02:37:06 PM,74.727,100.000,504,,
5828,01/09/23 02:37:07 PM,74.727,100.000,507,,
5829,01/09/23 02:37:08 PM,74.770,100.000,511,,
5830,01/09/23 02:37:09 PM,74.770,100.000,509,,
5831,01/09/23 02:37:10 PM,74.727,100.000,500,,
5832,01/09/23 02:37:11 PM,74.770,100.000,504,,
5833,01/09/23 02:37:12 PM,74.770,100.000,509,,
5834,01/09/23 02:37:13 PM,74.770,100.000,507,,
5835,01/09/23 02:37:14 PM,74.727,100.000,504,,
5836,01/09/23 02:37:15 PM,74.727,100.000,500,,
5837,01/09/23 02:37:16 PM,74.770,100.000,502,,
5838,01/09/23 02:37:17 PM,74.770,100.000,509,,
5839,01/09/23 02:37:18 PM,74.770,100.000,521,,
5840,01/09/23 02:37:19 PM,74.770,100.000,521,,
5841,01/09/23 02:37:20 PM,74.770,100.000,514,,
5842,01/09/23 02:37:21 PM,74.813,100.000,511,,
5843,01/09/23 02:37:22 PM,74.813,100.000,509,,
5844,01/09/23 02:37:23 PM,74.727,100.000,502,,
5845,01/09/23 02:37:24 PM,74.727,100.000,498,,
5846,01/09/23 02:37:25 PM,74.770,100.000,488,,
5847,01/09/23 02:37:26 PM,74.813,100.000,482,,
5848,01/09/23 02:37:27 PM,74.770,100.000,477,,
5849,01/09/23 02:37:28 PM,74.727,100.000,484,,
5850,01/09/23 02:37:29 PM,74.770,100.000,491,,
5851,01/09/23 02:37:30 PM,74.727,100.000,502,,
5852,01/09/23 02:37:31 PM,74.727,100.000,511,,
5853,01/09/23 02:37:32 PM,74.770,100.000,511,,
5854,01/09/23 02:37:33 PM,74.727,100.000,500,,
5855,01/09/23 02:37:34 PM,74.813,100.000,502,,
5856,01/09/23 02:37:35 PM,74.770,100.000,498,,
5857,01/09/23 02:37:36 PM,74.770,100.000,500,,
5858,01/09/23 02:37:37 PM,74.770,100.000,500,,
5859,01/09/23 02:37:38 PM,74.727,100.000,504,,
5860,01/09/23 02:37:39 PM,74.727,100.000,507,,
5861,01/09/23 02:37:40 PM,74.770,100.000,504,,
5862,01/09/23 02:37:41 PM,74.770,100.000,500,,
5863,01/09/23 02:37:42 PM,74.770,100.000,502,,
5864,01/09/23 02:37:43 PM,74.770,100.000,507,,
5865,01/09/23 02:37:44 PM,74.727,100.000,507,,
5866,01/09/23 02:37:45 PM,74.727,100.000,509,,
5867,01/09/23 02:37:46 PM,74.770,100.000,507,,
5868,01/09/23 02:37:47 PM,74.770,100.000,504,,
5869,01/09/23 02:37:48 PM,74.770,100.000,511,,
5870,01/09/23 02:37:49 PM,74.770,100.000,507,,
5871,01/09/23 02:37:50 PM,74.813,100.000,509,,
5872,01/09/23 02:37:51 PM,74.770,100.000,514,,
5873,01/09/23 02:37:52 PM,74.813,100.000,511,,
5874,01/09/23 02:37:53 PM,74.770,100.000,514,,
5875,01/09/23 02:37:54 PM,74.813,100.000,511,,
5876,01/09/23 02:37:55 PM,74.770,100.000,516,,
5877,01/09/23 02:37:56 PM,74.770,100.000,516,,
5878,01/09/23 02:37:57 PM,74.813,100.000,514,,
5879,01/09/23 02:37:58 PM,74.770,100.000,509,,
5880,01/09/23 02:37:59 PM,74.770,100.000,504,,
5881,01/09/23 02:38:00 PM,74.770,100.000,509,,
5882,01/09/23 02:38:01 PM,74.770,100.000,500,,
5883,01/09/23 02:38:02 PM,74.813,100.000,504,,
5884,01/09/23 02:38:03 PM,74.770,100.000,500,,
5885,01/09/23 02:38:04 PM,74.727,100.000,504,,
5886,01/09/23 02:38:05 PM,74.770,100.000,502,,
5887,01/09/23 02:38:06 PM,74.770,100.000,509,,
5888,01/09/23 02:38:07 PM,74.770,100.000,509,,
5889,01/09/23 02:38:08 PM,74.727,100.000,504,,
5890,01/09/23 02:38:09 PM,74.727,100.000,502,,
5891,01/09/23 02:38:10 PM,74.770,100.000,500,,
5892,01/09/23 02:38:11 PM,74.770,100.000,500,,
5893,01/09/23 02:38:12 PM,74.770,100.000,500,,
5894,01/09/23 02:38:13 PM,74.770,100.000,495,,
5895,01/09/23 02:38:14 PM,74.813,100.000,498,,
5896,01/09/23 02:38:15 PM,74.770,100.000,491,,
5897,01/09/23 02:38:16 PM,74.813,100.000,486,,
5898,01/09/23 02:38:17 PM,74.856,100.000,484,,
5899,01/09/23 02:38:18 PM,74.770,100.000,486,,
5900,01/09/23 02:38:19 PM,74.770,100.000,482,,
5901,01/09/23 02:38:20 PM,74.813,100.000,488,,
5902,01/09/23 02:38:21 PM,74.770,100.000,491,,
5903,01/09/23 02:38:22 PM,74.727,100.000,495,,
5904,01/09/23 02:38:23 PM,74.770,100.000,493,,
5905,01/09/23 02:38:24 PM,74.727,100.000,488,,
5906,01/09/23 02:38:25 PM,74.770,100.000,495,,
5907,01/09/23 02:38:26 PM,74.727,100.000,498,,
5908,01/09/23 02:38:27 PM,74.813,100.000,493,,
5909,01/09/23 02:38:28 PM,74.813,100.000,493,,
5910,01/09/23 02:38:29 PM,74.813,100.000,493,,
5911,01/09/23 02:38:30 PM,74.770,100.000,498,,
5912,01/09/23 02:38:31 PM,74.770,100.000,495,,
5913,01/09/23 02:38:32 PM,74.813,100.000,493,,
5914,01/09/23 02:38:33 PM,74.813,100.000,495,,
5915,01/09/23 02:38:34 PM,74.770,100.000,500,,
5916,01/09/23 02:38:35 PM,74.727,100.000,498,,
5917,01/09/23 02:38:36 PM,74.813,100.000,495,,
5918,01/09/23 02:38:37 PM,74.813,100.000,491,,
5919,01/09/23 02:38:38 PM,74.770,100.000,495,,
5920,01/09/23 02:38:39 PM,74.813,100.000,498,,
5921,01/09/23 02:38:40 PM,74.813,100.000,498,,
5922,01/09/23 02:38:41 PM,74.813,100.000,495,,
5923,01/09/23 02:38:42 PM,74.770,100.000,491,,
5924,01/09/23 02:38:43 PM,74.813,100.000,498,,
5925,01/09/23 02:38:44 PM,74.856,100.000,498,,
5926,01/09/23 02:38:45 PM,74.770,100.000,504,,
5927,01/09/23 02:38:46 PM,74.813,100.000,504,,
5928,01/09/23 02:38:47 PM,74.727,100.000,507,,
5929,01/09/23 02:38:48 PM,74.813,100.000,516,,
5930,01/09/23 02:38:49 PM,74.813,100.000,523,,
5931,01/09/23 02:38:50 PM,74.813,100.000,523,,
5932,01/09/23 02:38:51 PM,74.813,100.000,530,,
5933,01/09/23 02:38:52 PM,74.770,100.000,523,,
5934,01/09/23 02:38:53 PM,74.813,100.000,521,,
5935,01/09/23 02:38:54 PM,74.813,100.000,514,,
5936,01/09/23 02:38:55 PM,74.813,100.000,511,,
5937,01/09/23 02:38:56 PM,74.813,100.000,514,,
5938,01/09/23 02:38:57 PM,74.813,100.000,507,,
5939,01/09/23 02:38:58 PM,74.813,100.000,507,,
5940,01/09/23 02:38:59 PM,74.899,100.000,502,,
5941,01/09/23 02:39:00 PM,74.813,100.000,502,,
5942,01/09/23 02:39:01 PM,74.813,100.000,507,,
5943,01/09/23 02:39:02 PM,74.727,100.000,514,,
5944,01/09/23 02:39:03 PM,74.813,100.000,514,,
5945,01/09/23 02:39:04 PM,74.770,100.000,516,,
5946,01/09/23 02:39:05 PM,74.813,100.000,511,,
5947,01/09/23 02:39:06 PM,74.856,100.000,509,,
5948,01/09/23 02:39:07 PM,74.813,100.000,502,,
5949,01/09/23 02:39:08 PM,74.856,100.000,498,,
5950,01/09/23 02:39:09 PM,74.770,100.000,491,,
5951,01/09/23 02:39:10 PM,74.813,100.000,502,,
5952,01/09/23 02:39:11 PM,74.813,100.000,495,,
5953,01/09/23 02:39:12 PM,74.813,100.000,498,,
5954,01/09/23 02:39:13 PM,74.856,100.000,498,,
5955,01/09/23 02:39:14 PM,74.813,100.000,500,,
5956,01/09/23 02:39:15 PM,74.813,100.000,495,,
5957,01/09/23 02:39:16 PM,74.813,100.000,498,,
5958,01/09/23 02:39:17 PM,74.856,100.000,493,,
5959,01/09/23 02:39:18 PM,74.770,100.000,488,,
5960,01/09/23 02:39:19 PM,74.813,100.000,484,,
5961,01/09/23 02:39:20 PM,74.813,100.000,477,,
5962,01/09/23 02:39:21 PM,74.813,100.000,479,,
5963,01/09/23 02:39:22 PM,74.813,100.000,484,,
5964,01/09/23 02:39:23 PM,74.770,100.000,488,,
5965,01/09/23 02:39:24 PM,74.813,100.000,491,,
5966,01/09/23 02:39:25 PM,74.813,100.000,498,,
5967,01/09/23 02:39:26 PM,74.813,100.000,495,,
5968,01/09/23 02:39:27 PM,74.770,100.000,498,,
5969,01/09/23 02:39:28 PM,74.856,100.000,491,,
5970,01/09/23 02:39:29 PM,74.813,100.000,495,,
5971,01/09/23 02:39:30 PM,74.813,100.000,488,,
5972,01/09/23 02:39:31 PM,74.813,100.000,488,,
5973,01/09/23 02:39:32 PM,74.813,100.000,495,,
5974,01/09/23 02:39:33 PM,74.813,100.000,495,,
5975,01/09/23 02:39:34 PM,74.856,100.000,495,,
5976,01/09/23 02:39:35 PM,74.813,100.000,498,,
5977,01/09/23 02:39:36 PM,74.856,100.000,495,,
5978,01/09/23 02:39:37 PM,74.813,100.000,502,,
5979,01/09/23 02:39:38 PM,74.813,100.000,500,,
5980,01/09/23 02:39:39 PM,74.813,100.000,495,,
5981,01/09/23 02:39:40 PM,74.813,100.000,495,,
5982,01/09/23 02:39:41 PM,74.813,100.000,493,,
5983,01/09/23 02:39:42 PM,74.813,100.000,495,,
5984,01/09/23 02:39:43 PM,74.770,100.000,488,,
5985,01/09/23 02:39:44 PM,74.770,100.000,491,,
5986,01/09/23 02:39:45 PM,74.770,100.000,486,,
5987,01/09/23 02:39:46 PM,74.813,100.000,488,,
5988,01/09/23 02:39:47 PM,74.856,100.000,491,,
5989,01/09/23 02:39:48 PM,74.856,100.000,491,,
5990,01/09/23 02:39:49 PM,74.856,100.000,488,,
5991,01/09/23 02:39:50 PM,74.770,100.000,488,,
5992,01/09/23 02:39:51 PM,74.856,100.000,491,,
5993,01/09/23 02:39:52 PM,74.770,100.000,484,,
5994,01/09/23 02:39:53 PM,74.770,100.000,493,,
5995,01/09/23 02:39:54 PM,74.856,100.000,498,,
5996,01/09/23 02:39:55 PM,74.856,100.000,504,,
5997,01/09/23 02:39:56 PM,74.770,100.000,511,,
5998,01/09/23 02:39:57 PM,74.813,100.000,514,,
5999,01/09/23 02:39:58 PM,74.813,100.000,511,,
6000,01/09/23 02:39:59 PM,74.813,100.000,514,,
6001,01/09/23 02:40:00 PM,74.813,100.000,521,,
6002,01/09/23 02:40:01 PM,74.813,100.000,516,,
6003,01/09/23 02:40:02 PM,74.813,100.000,516,,
6004,01/09/23 02:40:03 PM,74.813,100.000,519,,
6005,01/09/23 02:40:04 PM,74.813,100.000,514,,
6006,01/09/23 02:40:05 PM,74.856,100.000,516,,
6007,01/09/23 02:40:06 PM,74.813,100.000,516,,
6008,01/09/23 02:40:07 PM,74.813,100.000,511,,
6009,01/09/23 02:40:08 PM,74.813,100.000,516,,
6010,01/09/23 02:40:09 PM,74.856,100.000,514,,
6011,01/09/23 02:40:10 PM,74.813,100.000,509,,
6012,01/09/23 02:40:11 PM,74.856,100.000,504,,
6013,01/09/23 02:40:12 PM,74.813,100.000,502,,
6014,01/09/23 02:40:13 PM,74.856,100.000,507,,
6015,01/09/23 02:40:14 PM,74.856,100.000,504,,
6016,01/09/23 02:40:15 PM,74.813,100.000,507,,
6017,01/09/23 02:40:16 PM,74.856,100.000,507,,
6018,01/09/23 02:40:17 PM,74.856,100.000,500,,
6019,01/09/23 02:40:18 PM,74.856,100.000,500,,
6020,01/09/23 02:40:19 PM,74.856,100.000,500,,
6021,01/09/23 02:40:20 PM,74.813,100.000,500,,
6022,01/09/23 02:40:21 PM,74.813,100.000,500,,
6023,01/09/23 02:40:22 PM,74.856,100.000,504,,
6024,01/09/23 02:40:23 PM,74.856,100.000,509,,
6025,01/09/23 02:40:24 PM,74.856,100.000,507,,
6026,01/09/23 02:40:25 PM,74.856,100.000,509,,
6027,01/09/23 02:40:26 PM,74.813,100.000,504,,
6028,01/09/23 02:40:27 PM,74.856,100.000,507,,
6029,01/09/23 02:40:28 PM,74.813,100.000,500,,
6030,01/09/23 02:40:29 PM,74.856,100.000,495,,
6031,01/09/23 02:40:30 PM,74.856,100.000,495,,
6032,01/09/23 02:40:31 PM,74.813,100.000,500,,
6033,01/09/23 02:40:32 PM,74.813,100.000,498,,
6034,01/09/23 02:40:33 PM,74.770,100.000,504,,
6035,01/09/23 02:40:34 PM,74.856,100.000,502,,
6036,01/09/23 02:40:35 PM,74.813,100.000,502,,
6037,01/09/23 02:40:36 PM,74.813,100.000,495,,
6038,01/09/23 02:40:37 PM,74.856,100.000,491,,
6039,01/09/23 02:40:38 PM,74.813,100.000,493,,
6040,01/09/23 02:40:39 PM,74.813,100.000,491,,
6041,01/09/23 02:40:40 PM,74.856,100.000,495,,
6042,01/09/23 02:40:41 PM,74.813,100.000,500,,
6043,01/09/23 02:40:42 PM,74.813,100.000,504,,
6044,01/09/23 02:40:43 PM,74.856,100.000,504,,
6045,01/09/23 02:40:44 PM,74.813,100.000,502,,
6046,01/09/23 02:40:45 PM,74.856,100.000,498,,
6047,01/09/23 02:40:46 PM,74.813,100.000,498,,
6048,01/09/23 02:40:47 PM,74.856,100.000,500,,
6049,01/09/23 02:40:48 PM,74.856,100.000,502,,
6050,01/09/23 02:40:49 PM,74.813,100.000,509,,
6051,01/09/23 02:40:50 PM,74.813,100.000,504,,
6052,01/09/23 02:40:51 PM,74.856,100.000,502,,
6053,01/09/23 02:40:52 PM,74.813,100.000,504,,
6054,01/09/23 02:40:53 PM,74.856,100.000,504,,
6055,01/09/23 02:40:54 PM,74.856,100.000,511,,
6056,01/09/23 02:40:55 PM,74.813,100.000,509,,
6057,01/09/23 02:40:56 PM,74.856,100.000,502,,
6058,01/09/23 02:40:57 PM,74.856,100.000,500,,
6059,01/09/23 02:40:58 PM,74.813,100.000,502,,
6060,01/09/23 02:40:59 PM,74.856,100.000,502,,
6061,01/09/23 02:41:00 PM,74.813,100.000,514,,
6062,01/09/23 02:41:01 PM,74.813,100.000,514,,
6063,01/09/23 02:41:02 PM,74.856,100.000,516,,
6064,01/09/23 02:41:03 PM,74.899,100.000,519,,
6065,01/09/23 02:41:04 PM,74.856,100.000,516,,
6066,01/09/23 02:41:05 PM,74.856,100.000,511,,
6067,01/09/23 02:41:06 PM,74.813,100.000,507,,
6068,01/09/23 02:41:07 PM,74.856,100.000,514,,
6069,01/09/23 02:41:08 PM,74.856,100.000,511,,
6070,01/09/23 02:41:09 PM,74.813,100.000,504,,
6071,01/09/23 02:41:10 PM,74.856,100.000,502,,
6072,01/09/23 02:41:11 PM,74.856,100.000,504,,
6073,01/09/23 02:41:12 PM,74.856,100.000,509,,
6074,01/09/23 02:41:13 PM,74.770,100.000,509,,
6075,01/09/23 02:41:14 PM,74.899,100.000,504,,
6076,01/09/23 02:41:15 PM,74.813,100.000,498,,
6077,01/09/23 02:41:16 PM,74.856,100.000,498,,
6078,01/09/23 02:41:17 PM,74.856,100.000,495,,
6079,01/09/23 02:41:18 PM,74.856,100.000,502,,
6080,01/09/23 02:41:19 PM,74.813,100.000,502,,
6081,01/09/23 02:41:20 PM,74.856,100.000,507,,
6082,01/09/23 02:41:21 PM,74.856,100.000,509,,
6083,01/09/23 02:41:22 PM,74.856,100.000,509,,
6084,01/09/23 02:41:23 PM,74.856,100.000,514,,
6085,01/09/23 02:41:24 PM,74.899,100.000,519,,
6086,01/09/23 02:41:25 PM,74.856,100.000,521,,
6087,01/09/23 02:41:26 PM,74.856,100.000,516,,
6088,01/09/23 02:41:27 PM,74.813,100.000,511,,
6089,01/09/23 02:41:28 PM,74.856,100.000,511,,
6090,01/09/23 02:41:29 PM,74.856,100.000,509,,
6091,01/09/23 02:41:30 PM,74.899,100.000,507,,
6092,01/09/23 02:41:31 PM,74.856,100.000,502,,
6093,01/09/23 02:41:32 PM,74.899,100.000,502,,
6094,01/09/23 02:41:33 PM,74.856,100.000,502,,
6095,01/09/23 02:41:34 PM,74.856,100.000,502,,
6096,01/09/23 02:41:35 PM,74.856,100.000,504,,
6097,01/09/23 02:41:36 PM,74.813,100.000,514,,
6098,01/09/23 02:41:37 PM,74.899,100.000,509,,
6099,01/09/23 02:41:38 PM,74.856,100.000,509,,
6100,01/09/23 02:41:39 PM,74.899,100.000,507,,
6101,01/09/23 02:41:40 PM,74.899,100.000,504,,
6102,01/09/23 02:41:41 PM,74.813,100.000,502,,
6103,01/09/23 02:41:42 PM,74.899,100.000,502,,
6104,01/09/23 02:41:43 PM,74.856,100.000,502,,
6105,01/09/23 02:41:44 PM,74.856,100.000,502,,
6106,01/09/23 02:41:45 PM,74.813,100.000,491,,
6107,01/09/23 02:41:46 PM,74.856,100.000,488,,
6108,01/09/23 02:41:47 PM,74.856,100.000,484,,
6109,01/09/23 02:41:48 PM,74.856,100.000,491,,
6110,01/09/23 02:41:49 PM,74.813,100.000,488,,
6111,01/09/23 02:41:50 PM,74.899,100.000,488,,
6112,01/09/23 02:41:51 PM,74.856,100.000,486,,
6113,01/09/23 02:41:52 PM,74.899,100.000,484,,
6114,01/09/23 02:41:53 PM,74.813,100.000,484,,
6115,01/09/23 02:41:54 PM,74.856,100.000,491,,
6116,01/09/23 02:41:55 PM,74.856,100.000,498,,
6117,01/09/23 02:41:56 PM,74.856,100.000,495,,
6118,01/09/23 02:41:57 PM,74.899,100.000,488,,
6119,01/09/23 02:41:58 PM,74.856,100.000,484,,
6120,01/09/23 02:41:59 PM,74.899,100.000,486,,
6121,01/09/23 02:42:00 PM,74.813,100.000,495,,
6122,01/09/23 02:42:01 PM,74.856,100.000,491,,
6123,01/09/23 02:42:02 PM,74.856,100.000,495,,
